x         z         rate
   -9.12        1.68            0.21
   -9.08        1.68            0.21
   -9.04        1.68            0.21
   -9.00        1.68            0.21
   -8.96        1.68            0.21
   -8.92        1.68            0.21
   -8.88        1.68            0.21
   -8.84        1.68            0.21
   -8.80        1.68            0.21
   -8.76        1.68            0.21
   -8.72        1.68            0.21
   -8.68        1.68            0.22
   -8.64        1.68            0.22
   -8.60        1.68            0.22
   -8.56        1.68            0.22
   -8.52        1.68            0.22
   -8.48        1.68            0.22
   -8.44        1.68            0.23
   -8.40        1.68            0.23
   -8.36        1.68            0.23
   -8.32        1.68            0.23
   -8.28        1.68            0.24
   -8.24        1.68            0.24
   -8.20        1.68            0.24
   -8.16        1.68            0.25
   -8.12        1.68            0.25
   -8.08        1.68            0.25
   -8.04        1.68            0.26
   -8.00        1.68            0.26
   -7.96        1.68            0.26
   -7.92        1.68            0.27
   -7.88        1.68            0.27
   -7.84        1.68            0.27
   -7.80        1.68            0.28
   -7.76        1.68            0.28
   -7.72        1.68            0.28
   -7.68        1.68            0.29
   -7.64        1.68            0.29
   -7.60        1.68            0.29
   -7.56        1.68            0.29
   -7.52        1.68            0.29
   -7.48        1.68            0.30
   -7.44        1.68            0.30
   -7.40        1.68            0.30
   -7.36        1.68            0.30
   -7.32        1.68            0.30
   -7.28        1.68            0.30
   -7.24        1.68            0.30
   -7.20        1.68            0.30
   -7.16        1.68            0.29
   -7.12        1.68            0.29
   -7.08        1.68            0.29
   -7.04        1.68            0.29
   -7.00        1.68            0.28
   -6.96        1.68            0.28
   -6.92        1.68            0.28
   -6.88        1.68            0.27
   -6.84        1.68            0.26
   -6.80        1.68            0.26
   -6.76        1.68            0.25
   -6.72        1.68            0.24
   -6.68        1.68            0.24
   -6.64        1.68            0.23
   -6.60        1.68            0.22
   -6.56        1.68            0.21
   -6.52        1.68            0.20
   -6.48        1.68            0.19
   -6.44        1.68            0.18
   -6.40        1.68            0.17
   -6.36        1.68            0.16
   -6.32        1.68            0.15
   -6.28        1.68            0.13
   -6.24        1.68            0.12
   -6.20        1.68            0.11
   -6.16        1.68            0.10
   -6.12        1.68            0.08
   -6.08        1.68            0.07
   -6.04        1.68            0.06
   -6.00        1.68            0.05
   -5.96        1.68            0.04
   -5.92        1.68            0.03
   -5.88        1.68            0.02
   -5.84        1.68            0.02
   -5.80        1.68            0.03
   -5.76        1.68            0.03
   -5.72        1.68            0.04
   -5.68        1.68            0.05
   -5.64        1.68            0.06
   -5.60        1.68            0.07
   -5.56        1.68            0.08
   -5.52        1.68            0.08
   -5.48        1.68            0.09
   -5.44        1.68            0.10
   -5.40        1.68            0.10
   -5.36        1.68            0.10
   -5.32        1.68            0.11
   -5.28        1.68            0.11
   -5.24        1.68            0.11
   -5.20        1.68            0.11
   -5.16        1.68            0.11
   -5.12        1.68            0.11
   -5.08        1.68            0.11
   -5.04        1.68            0.11
   -5.00        1.68            0.10
   -4.96        1.68            0.10
   -4.92        1.68            0.09
   -4.88        1.68            0.09
   -4.84        1.68            0.09
   -4.80        1.68            0.08
   -4.76        1.68            0.08
   -4.72        1.68            0.07
   -4.68        1.68            0.06
   -4.64        1.68            0.06
   -4.60        1.68            0.05
   -4.56        1.68            0.05
   -4.52        1.68            0.04
   -4.48        1.68            0.04
   -4.44        1.68            0.03
   -4.40        1.68            0.03
   -4.36        1.68            0.02
   -4.32        1.68            0.02
   -4.28        1.68            0.02
   -4.24        1.68            0.01
   -4.20        1.68            0.01
   -4.16        1.68            0.01
   -4.12        1.68            0.01
   -4.08        1.68            0.01
   -4.04        1.68            0.01
   -4.00        1.68            0.01
   -3.96        1.68            0.01
   -3.92        1.68            0.01
   -3.88        1.68            0.01
   -3.84        1.68            0.01
   -3.80        1.68            0.02
   -3.76        1.68            0.02
   -3.72        1.68            0.02
   -3.68        1.68            0.02
   -3.64        1.68            0.02
   -3.60        1.68            0.02
   -3.56        1.68            0.02
   -3.52        1.68            0.02
   -3.48        1.68            0.02
   -3.44        1.68            0.02
   -3.40        1.68            0.02
   -3.36        1.68            0.02
   -3.32        1.68            0.02
   -3.28        1.68            0.02
   -3.24        1.68            0.02
   -3.20        1.68            0.01
   -3.16        1.68            0.01
   -3.12        1.68            0.01
   -3.08        1.68            0.01
   -3.04        1.68            0.01
   -3.00        1.68            0.01
   -2.96        1.68            0.01
   -2.92        1.68            0.01
   -2.88        1.68            0.01
   -2.84        1.68            0.01
   -2.80        1.68            0.01
   -2.76        1.68            0.01
   -2.72        1.68            0.01
   -2.68        1.68            0.01
   -2.64        1.68            0.01
   -2.60        1.68            0.01
   -2.56        1.68            0.01
   -2.52        1.68            0.01
   -2.48        1.68            0.01
   -2.44        1.68            0.01
   -2.40        1.68            0.01
   -2.36        1.68            0.01
   -2.32        1.68            0.01
   -2.28        1.68            0.01
   -2.24        1.68            0.01
   -2.20        1.68            0.01
   -2.16        1.68            0.01
   -2.12        1.68            0.01
   -2.08        1.68            0.01
   -2.04        1.68            0.01
   -2.00        1.68            0.01
   -1.96        1.68            0.01
   -1.92        1.68            0.01
   -1.88        1.68            0.01
   -1.84        1.68            0.01
   -1.80        1.68            0.01
   -1.76        1.68            0.00
   -1.72        1.68            0.00
   -1.68        1.68            0.00
   -1.64        1.68            0.00
   -1.60        1.68            0.00
   -1.56        1.68            0.00
   -1.52        1.68            0.00
   -1.48        1.68            0.00
   -1.44        1.68            0.00
   -1.40        1.68            0.00
   -1.36        1.68            0.00
   -1.32        1.68            0.00
   -1.28        1.68            0.00
   -1.24        1.68            0.00
   -1.20        1.68            0.00
   -1.16        1.68            0.00
   -1.12        1.68            0.00
   -1.08        1.68            0.00
   -1.04        1.68            0.00
   -1.00        1.68            0.00
   -0.96        1.68            0.00
   -0.92        1.68            0.00
   -0.88        1.68            0.00
   -0.84        1.68            0.00
   -0.80        1.68            0.00
   -0.76        1.68            0.00
   -0.72        1.68            0.00
   -0.68        1.68            0.00
   -0.64        1.68            0.00
   -0.60        1.68            0.00
   -0.56        1.68            0.00
   -0.52        1.68            0.00
   -0.48        1.68            0.00
   -0.44        1.68            0.00
   -0.40        1.68            0.00
   -0.36        1.68            0.00
   -0.32        1.68            0.00
   -0.28        1.68            0.00
   -0.24        1.68            0.00
   -0.20        1.68            0.00
   -0.16        1.68            0.00
   -0.12        1.68            0.00
 
  -11.92        1.72            0.18
  -11.88        1.72            0.19
  -11.84        1.72            0.19
  -11.80        1.72            0.19
  -11.76        1.72            0.19
  -11.72        1.72            0.19
  -11.68        1.72            0.20
  -11.64        1.72            0.20
  -11.60        1.72            0.20
  -11.56        1.72            0.20
  -11.52        1.72            0.20
  -11.48        1.72            0.21
  -11.44        1.72            0.21
  -11.40        1.72            0.21
  -11.36        1.72            0.21
  -11.32        1.72            0.21
  -11.28        1.72            0.22
  -11.24        1.72            0.22
  -11.20        1.72            0.22
  -11.16        1.72            0.22
  -11.12        1.72            0.22
  -11.08        1.72            0.23
  -11.04        1.72            0.23
  -11.00        1.72            0.23
  -10.96        1.72            0.23
  -10.92        1.72            0.23
  -10.88        1.72            0.23
  -10.84        1.72            0.23
  -10.80        1.72            0.24
  -10.76        1.72            0.24
  -10.72        1.72            0.24
  -10.68        1.72            0.24
  -10.64        1.72            0.24
  -10.60        1.72            0.24
  -10.56        1.72            0.24
  -10.52        1.72            0.24
  -10.48        1.72            0.24
  -10.44        1.72            0.24
  -10.40        1.72            0.24
  -10.36        1.72            0.24
  -10.32        1.72            0.24
  -10.28        1.72            0.24
  -10.24        1.72            0.24
  -10.20        1.72            0.24
  -10.16        1.72            0.24
  -10.12        1.72            0.24
  -10.08        1.72            0.24
  -10.04        1.72            0.24
  -10.00        1.72            0.24
   -9.96        1.72            0.24
   -9.92        1.72            0.24
   -9.88        1.72            0.24
   -9.84        1.72            0.24
   -9.80        1.72            0.24
   -9.76        1.72            0.24
   -9.72        1.72            0.24
   -9.68        1.72            0.24
   -9.64        1.72            0.24
   -9.60        1.72            0.24
   -9.56        1.72            0.24
   -9.52        1.72            0.24
   -9.48        1.72            0.23
   -9.44        1.72            0.23
   -9.40        1.72            0.23
   -9.36        1.72            0.23
   -9.32        1.72            0.23
   -9.28        1.72            0.23
   -9.24        1.72            0.23
   -9.20        1.72            0.23
   -9.16        1.72            0.23
   -9.12        1.72            0.23
   -9.08        1.72            0.23
   -9.04        1.72            0.23
   -9.00        1.72            0.23
   -8.96        1.72            0.23
   -8.92        1.72            0.23
   -8.88        1.72            0.23
   -8.84        1.72            0.23
   -8.80        1.72            0.23
   -8.76        1.72            0.23
   -8.72        1.72            0.23
   -8.68        1.72            0.24
   -8.64        1.72            0.24
   -8.60        1.72            0.24
   -8.56        1.72            0.24
   -8.52        1.72            0.24
   -8.48        1.72            0.25
   -8.44        1.72            0.25
   -8.40        1.72            0.25
   -8.36        1.72            0.25
   -8.32        1.72            0.26
   -8.28        1.72            0.26
   -8.24        1.72            0.26
   -8.20        1.72            0.27
   -8.16        1.72            0.27
   -8.12        1.72            0.27
   -8.08        1.72            0.28
   -8.04        1.72            0.28
   -8.00        1.72            0.29
   -7.96        1.72            0.29
   -7.92        1.72            0.29
   -7.88        1.72            0.30
   -7.84        1.72            0.30
   -7.80        1.72            0.30
   -7.76        1.72            0.31
   -7.72        1.72            0.31
   -7.68        1.72            0.31
   -7.64        1.72            0.31
   -7.60        1.72            0.32
   -7.56        1.72            0.32
   -7.52        1.72            0.32
   -7.48        1.72            0.32
   -7.44        1.72            0.32
   -7.40        1.72            0.32
   -7.36        1.72            0.32
   -7.32        1.72            0.32
   -7.28        1.72            0.32
   -7.24        1.72            0.32
   -7.20        1.72            0.32
   -7.16        1.72            0.32
   -7.12        1.72            0.32
   -7.08        1.72            0.31
   -7.04        1.72            0.31
   -7.00        1.72            0.30
   -6.96        1.72            0.30
   -6.92        1.72            0.29
   -6.88        1.72            0.29
   -6.84        1.72            0.28
   -6.80        1.72            0.27
   -6.76        1.72            0.27
   -6.72        1.72            0.26
   -6.68        1.72            0.25
   -6.64        1.72            0.24
   -6.60        1.72            0.23
   -6.56        1.72            0.22
   -6.52        1.72            0.21
   -6.48        1.72            0.20
   -6.44        1.72            0.18
   -6.40        1.72            0.17
   -6.36        1.72            0.16
   -6.32        1.72            0.15
   -6.28        1.72            0.13
   -6.24        1.72            0.12
   -6.20        1.72            0.10
   -6.16        1.72            0.09
   -6.12        1.72            0.08
   -6.08        1.72            0.06
   -6.04        1.72            0.05
   -6.00        1.72            0.04
   -5.96        1.72            0.03
   -5.92        1.72            0.02
   -5.88        1.72            0.03
   -5.84        1.72            0.03
   -5.80        1.72            0.04
   -5.76        1.72            0.05
   -5.72        1.72            0.06
   -5.68        1.72            0.07
   -5.64        1.72            0.08
   -5.60        1.72            0.09
   -5.56        1.72            0.09
   -5.52        1.72            0.10
   -5.48        1.72            0.11
   -5.44        1.72            0.11
   -5.40        1.72            0.12
   -5.36        1.72            0.12
   -5.32        1.72            0.12
   -5.28        1.72            0.12
   -5.24        1.72            0.12
   -5.20        1.72            0.12
   -5.16        1.72            0.12
   -5.12        1.72            0.12
   -5.08        1.72            0.12
   -5.04        1.72            0.12
   -5.00        1.72            0.11
   -4.96        1.72            0.11
   -4.92        1.72            0.10
   -4.88        1.72            0.10
   -4.84        1.72            0.09
   -4.80        1.72            0.09
   -4.76        1.72            0.08
   -4.72        1.72            0.07
   -4.68        1.72            0.07
   -4.64        1.72            0.06
   -4.60        1.72            0.06
   -4.56        1.72            0.05
   -4.52        1.72            0.04
   -4.48        1.72            0.04
   -4.44        1.72            0.03
   -4.40        1.72            0.03
   -4.36        1.72            0.02
   -4.32        1.72            0.02
   -4.28        1.72            0.02
   -4.24        1.72            0.01
   -4.20        1.72            0.01
   -4.16        1.72            0.01
   -4.12        1.72            0.01
   -4.08        1.72            0.01
   -4.04        1.72            0.01
   -4.00        1.72            0.01
   -3.96        1.72            0.01
   -3.92        1.72            0.01
   -3.88        1.72            0.01
   -3.84        1.72            0.01
   -3.80        1.72            0.02
   -3.76        1.72            0.02
   -3.72        1.72            0.02
   -3.68        1.72            0.02
   -3.64        1.72            0.02
   -3.60        1.72            0.02
   -3.56        1.72            0.02
   -3.52        1.72            0.02
   -3.48        1.72            0.02
   -3.44        1.72            0.02
   -3.40        1.72            0.02
   -3.36        1.72            0.02
   -3.32        1.72            0.02
   -3.28        1.72            0.02
   -3.24        1.72            0.02
   -3.20        1.72            0.02
   -3.16        1.72            0.01
   -3.12        1.72            0.01
   -3.08        1.72            0.01
   -3.04        1.72            0.01
   -3.00        1.72            0.01
   -2.96        1.72            0.01
   -2.92        1.72            0.01
   -2.88        1.72            0.01
   -2.84        1.72            0.01
   -2.80        1.72            0.01
   -2.76        1.72            0.01
   -2.72        1.72            0.01
   -2.68        1.72            0.01
   -2.64        1.72            0.01
   -2.60        1.72            0.01
   -2.56        1.72            0.01
   -2.52        1.72            0.01
   -2.48        1.72            0.01
   -2.44        1.72            0.01
   -2.40        1.72            0.01
   -2.36        1.72            0.01
   -2.32        1.72            0.01
   -2.28        1.72            0.01
   -2.24        1.72            0.01
   -2.20        1.72            0.01
   -2.16        1.72            0.01
   -2.12        1.72            0.01
   -2.08        1.72            0.01
   -2.04        1.72            0.01
   -2.00        1.72            0.01
   -1.96        1.72            0.01
   -1.92        1.72            0.01
   -1.88        1.72            0.01
   -1.84        1.72            0.01
   -1.80        1.72            0.01
   -1.76        1.72            0.00
   -1.72        1.72            0.00
   -1.68        1.72            0.00
   -1.64        1.72            0.00
   -1.60        1.72            0.00
   -1.56        1.72            0.00
   -1.52        1.72            0.00
   -1.48        1.72            0.00
   -1.44        1.72            0.00
   -1.40        1.72            0.00
   -1.36        1.72            0.00
   -1.32        1.72            0.00
   -1.28        1.72            0.00
   -1.24        1.72            0.00
   -1.20        1.72            0.00
   -1.16        1.72            0.00
   -1.12        1.72            0.00
   -1.08        1.72            0.00
   -1.04        1.72            0.00
   -1.00        1.72            0.00
   -0.96        1.72            0.00
   -0.92        1.72            0.00
   -0.88        1.72            0.00
   -0.84        1.72            0.00
   -0.80        1.72            0.00
   -0.76        1.72            0.00
   -0.72        1.72            0.00
   -0.68        1.72            0.00
   -0.64        1.72            0.00
   -0.60        1.72            0.00
   -0.56        1.72            0.00
   -0.52        1.72            0.00
   -0.48        1.72            0.00
   -0.44        1.72            0.00
   -0.40        1.72            0.00
   -0.36        1.72            0.00
   -0.32        1.72            0.00
   -0.28        1.72            0.00
   -0.24        1.72            0.00
   -0.20        1.72            0.00
   -0.16        1.72            0.00
   -0.12        1.72            0.00
 
  -11.92        1.76            0.19
  -11.88        1.76            0.20
  -11.84        1.76            0.20
  -11.80        1.76            0.20
  -11.76        1.76            0.20
  -11.72        1.76            0.21
  -11.68        1.76            0.21
  -11.64        1.76            0.21
  -11.60        1.76            0.21
  -11.56        1.76            0.21
  -11.52        1.76            0.22
  -11.48        1.76            0.22
  -11.44        1.76            0.22
  -11.40        1.76            0.22
  -11.36        1.76            0.23
  -11.32        1.76            0.23
  -11.28        1.76            0.23
  -11.24        1.76            0.23
  -11.20        1.76            0.23
  -11.16        1.76            0.24
  -11.12        1.76            0.24
  -11.08        1.76            0.24
  -11.04        1.76            0.24
  -11.00        1.76            0.24
  -10.96        1.76            0.24
  -10.92        1.76            0.25
  -10.88        1.76            0.25
  -10.84        1.76            0.25
  -10.80        1.76            0.25
  -10.76        1.76            0.25
  -10.72        1.76            0.25
  -10.68        1.76            0.25
  -10.64        1.76            0.25
  -10.60        1.76            0.26
  -10.56        1.76            0.26
  -10.52        1.76            0.26
  -10.48        1.76            0.26
  -10.44        1.76            0.26
  -10.40        1.76            0.26
  -10.36        1.76            0.26
  -10.32        1.76            0.26
  -10.28        1.76            0.26
  -10.24        1.76            0.26
  -10.20        1.76            0.26
  -10.16        1.76            0.26
  -10.12        1.76            0.26
  -10.08        1.76            0.26
  -10.04        1.76            0.26
  -10.00        1.76            0.26
   -9.96        1.76            0.26
   -9.92        1.76            0.26
   -9.88        1.76            0.26
   -9.84        1.76            0.26
   -9.80        1.76            0.26
   -9.76        1.76            0.26
   -9.72        1.76            0.26
   -9.68        1.76            0.26
   -9.64        1.76            0.26
   -9.60        1.76            0.26
   -9.56        1.76            0.25
   -9.52        1.76            0.25
   -9.48        1.76            0.25
   -9.44        1.76            0.25
   -9.40        1.76            0.25
   -9.36        1.76            0.25
   -9.32        1.76            0.25
   -9.28        1.76            0.25
   -9.24        1.76            0.25
   -9.20        1.76            0.25
   -9.16        1.76            0.25
   -9.12        1.76            0.25
   -9.08        1.76            0.25
   -9.04        1.76            0.25
   -9.00        1.76            0.25
   -8.96        1.76            0.25
   -8.92        1.76            0.25
   -8.88        1.76            0.25
   -8.84        1.76            0.25
   -8.80        1.76            0.25
   -8.76        1.76            0.26
   -8.72        1.76            0.26
   -8.68        1.76            0.26
   -8.64        1.76            0.26
   -8.60        1.76            0.26
   -8.56        1.76            0.27
   -8.52        1.76            0.27
   -8.48        1.76            0.27
   -8.44        1.76            0.27
   -8.40        1.76            0.28
   -8.36        1.76            0.28
   -8.32        1.76            0.28
   -8.28        1.76            0.29
   -8.24        1.76            0.29
   -8.20        1.76            0.29
   -8.16        1.76            0.30
   -8.12        1.76            0.30
   -8.08        1.76            0.31
   -8.04        1.76            0.31
   -8.00        1.76            0.31
   -7.96        1.76            0.32
   -7.92        1.76            0.32
   -7.88        1.76            0.32
   -7.84        1.76            0.33
   -7.80        1.76            0.33
   -7.76        1.76            0.34
   -7.72        1.76            0.34
   -7.68        1.76            0.34
   -7.64        1.76            0.34
   -7.60        1.76            0.35
   -7.56        1.76            0.35
   -7.52        1.76            0.35
   -7.48        1.76            0.35
   -7.44        1.76            0.35
   -7.40        1.76            0.35
   -7.36        1.76            0.35
   -7.32        1.76            0.35
   -7.28        1.76            0.35
   -7.24        1.76            0.35
   -7.20        1.76            0.35
   -7.16        1.76            0.34
   -7.12        1.76            0.34
   -7.08        1.76            0.34
   -7.04        1.76            0.33
   -7.00        1.76            0.33
   -6.96        1.76            0.32
   -6.92        1.76            0.31
   -6.88        1.76            0.31
   -6.84        1.76            0.30
   -6.80        1.76            0.29
   -6.76        1.76            0.28
   -6.72        1.76            0.27
   -6.68        1.76            0.26
   -6.64        1.76            0.25
   -6.60        1.76            0.24
   -6.56        1.76            0.22
   -6.52        1.76            0.21
   -6.48        1.76            0.20
   -6.44        1.76            0.19
   -6.40        1.76            0.17
   -6.36        1.76            0.16
   -6.32        1.76            0.14
   -6.28        1.76            0.13
   -6.24        1.76            0.11
   -6.20        1.76            0.10
   -6.16        1.76            0.08
   -6.12        1.76            0.07
   -6.08        1.76            0.06
   -6.04        1.76            0.04
   -6.00        1.76            0.03
   -5.96        1.76            0.03
   -5.92        1.76            0.03
   -5.88        1.76            0.04
   -5.84        1.76            0.05
   -5.80        1.76            0.06
   -5.76        1.76            0.07
   -5.72        1.76            0.08
   -5.68        1.76            0.09
   -5.64        1.76            0.10
   -5.60        1.76            0.11
   -5.56        1.76            0.11
   -5.52        1.76            0.12
   -5.48        1.76            0.13
   -5.44        1.76            0.13
   -5.40        1.76            0.13
   -5.36        1.76            0.14
   -5.32        1.76            0.14
   -5.28        1.76            0.14
   -5.24        1.76            0.14
   -5.20        1.76            0.14
   -5.16        1.76            0.14
   -5.12        1.76            0.13
   -5.08        1.76            0.13
   -5.04        1.76            0.13
   -5.00        1.76            0.12
   -4.96        1.76            0.12
   -4.92        1.76            0.11
   -4.88        1.76            0.10
   -4.84        1.76            0.10
   -4.80        1.76            0.09
   -4.76        1.76            0.08
   -4.72        1.76            0.08
   -4.68        1.76            0.07
   -4.64        1.76            0.06
   -4.60        1.76            0.06
   -4.56        1.76            0.05
   -4.52        1.76            0.05
   -4.48        1.76            0.04
   -4.44        1.76            0.03
   -4.40        1.76            0.03
   -4.36        1.76            0.02
   -4.32        1.76            0.02
   -4.28        1.76            0.02
   -4.24        1.76            0.01
   -4.20        1.76            0.01
   -4.16        1.76            0.01
   -4.12        1.76            0.01
   -4.08        1.76            0.01
   -4.04        1.76            0.01
   -4.00        1.76            0.01
   -3.96        1.76            0.01
   -3.92        1.76            0.01
   -3.88        1.76            0.01
   -3.84        1.76            0.02
   -3.80        1.76            0.02
   -3.76        1.76            0.02
   -3.72        1.76            0.02
   -3.68        1.76            0.02
   -3.64        1.76            0.02
   -3.60        1.76            0.02
   -3.56        1.76            0.02
   -3.52        1.76            0.02
   -3.48        1.76            0.02
   -3.44        1.76            0.02
   -3.40        1.76            0.02
   -3.36        1.76            0.02
   -3.32        1.76            0.02
   -3.28        1.76            0.02
   -3.24        1.76            0.02
   -3.20        1.76            0.02
   -3.16        1.76            0.02
   -3.12        1.76            0.01
   -3.08        1.76            0.01
   -3.04        1.76            0.01
   -3.00        1.76            0.01
   -2.96        1.76            0.01
   -2.92        1.76            0.01
   -2.88        1.76            0.01
   -2.84        1.76            0.01
   -2.80        1.76            0.01
   -2.76        1.76            0.01
   -2.72        1.76            0.01
   -2.68        1.76            0.01
   -2.64        1.76            0.01
   -2.60        1.76            0.01
   -2.56        1.76            0.01
   -2.52        1.76            0.01
   -2.48        1.76            0.01
   -2.44        1.76            0.01
   -2.40        1.76            0.01
   -2.36        1.76            0.01
   -2.32        1.76            0.01
   -2.28        1.76            0.01
   -2.24        1.76            0.01
   -2.20        1.76            0.01
   -2.16        1.76            0.01
   -2.12        1.76            0.01
   -2.08        1.76            0.01
   -2.04        1.76            0.01
   -2.00        1.76            0.01
   -1.96        1.76            0.01
   -1.92        1.76            0.01
   -1.88        1.76            0.01
   -1.84        1.76            0.01
   -1.80        1.76            0.01
   -1.76        1.76            0.00
   -1.72        1.76            0.00
   -1.68        1.76            0.00
   -1.64        1.76            0.00
   -1.60        1.76            0.00
   -1.56        1.76            0.00
   -1.52        1.76            0.00
   -1.48        1.76            0.00
   -1.44        1.76            0.00
   -1.40        1.76            0.00
   -1.36        1.76            0.00
   -1.32        1.76            0.00
   -1.28        1.76            0.00
   -1.24        1.76            0.00
   -1.20        1.76            0.00
   -1.16        1.76            0.00
   -1.12        1.76            0.00
   -1.08        1.76            0.00
   -1.04        1.76            0.00
   -1.00        1.76            0.00
   -0.96        1.76            0.00
   -0.92        1.76            0.00
   -0.88        1.76            0.00
   -0.84        1.76            0.00
   -0.80        1.76            0.00
   -0.76        1.76            0.00
   -0.72        1.76            0.00
   -0.68        1.76            0.00
   -0.64        1.76            0.00
   -0.60        1.76            0.00
   -0.56        1.76            0.00
   -0.52        1.76            0.00
   -0.48        1.76            0.00
   -0.44        1.76            0.00
   -0.40        1.76            0.00
   -0.36        1.76            0.00
   -0.32        1.76            0.00
   -0.28        1.76            0.00
   -0.24        1.76            0.00
   -0.20        1.76            0.00
   -0.16        1.76            0.00
   -0.12        1.76            0.00
 
  -11.92        1.80            0.21
  -11.88        1.80            0.21
  -11.84        1.80            0.21
  -11.80        1.80            0.21
  -11.76        1.80            0.22
  -11.72        1.80            0.22
  -11.68        1.80            0.22
  -11.64        1.80            0.22
  -11.60        1.80            0.23
  -11.56        1.80            0.23
  -11.52        1.80            0.23
  -11.48        1.80            0.23
  -11.44        1.80            0.23
  -11.40        1.80            0.24
  -11.36        1.80            0.24
  -11.32        1.80            0.24
  -11.28        1.80            0.24
  -11.24        1.80            0.25
  -11.20        1.80            0.25
  -11.16        1.80            0.25
  -11.12        1.80            0.25
  -11.08        1.80            0.25
  -11.04        1.80            0.26
  -11.00        1.80            0.26
  -10.96        1.80            0.26
  -10.92        1.80            0.26
  -10.88        1.80            0.26
  -10.84        1.80            0.26
  -10.80        1.80            0.27
  -10.76        1.80            0.27
  -10.72        1.80            0.27
  -10.68        1.80            0.27
  -10.64        1.80            0.27
  -10.60        1.80            0.27
  -10.56        1.80            0.27
  -10.52        1.80            0.27
  -10.48        1.80            0.27
  -10.44        1.80            0.28
  -10.40        1.80            0.28
  -10.36        1.80            0.28
  -10.32        1.80            0.28
  -10.28        1.80            0.28
  -10.24        1.80            0.28
  -10.20        1.80            0.28
  -10.16        1.80            0.28
  -10.12        1.80            0.28
  -10.08        1.80            0.28
  -10.04        1.80            0.28
  -10.00        1.80            0.28
   -9.96        1.80            0.28
   -9.92        1.80            0.28
   -9.88        1.80            0.28
   -9.84        1.80            0.28
   -9.80        1.80            0.28
   -9.76        1.80            0.28
   -9.72        1.80            0.28
   -9.68        1.80            0.28
   -9.64        1.80            0.28
   -9.60        1.80            0.28
   -9.56        1.80            0.28
   -9.52        1.80            0.28
   -9.48        1.80            0.27
   -9.44        1.80            0.27
   -9.40        1.80            0.27
   -9.36        1.80            0.27
   -9.32        1.80            0.27
   -9.28        1.80            0.27
   -9.24        1.80            0.27
   -9.20        1.80            0.27
   -9.16        1.80            0.27
   -9.12        1.80            0.27
   -9.08        1.80            0.27
   -9.04        1.80            0.27
   -9.00        1.80            0.27
   -8.96        1.80            0.27
   -8.92        1.80            0.28
   -8.88        1.80            0.28
   -8.84        1.80            0.28
   -8.80        1.80            0.28
   -8.76        1.80            0.28
   -8.72        1.80            0.28
   -8.68        1.80            0.28
   -8.64        1.80            0.29
   -8.60        1.80            0.29
   -8.56        1.80            0.29
   -8.52        1.80            0.29
   -8.48        1.80            0.30
   -8.44        1.80            0.30
   -8.40        1.80            0.30
   -8.36        1.80            0.31
   -8.32        1.80            0.31
   -8.28        1.80            0.32
   -8.24        1.80            0.32
   -8.20        1.80            0.32
   -8.16        1.80            0.33
   -8.12        1.80            0.33
   -8.08        1.80            0.34
   -8.04        1.80            0.34
   -8.00        1.80            0.34
   -7.96        1.80            0.35
   -7.92        1.80            0.35
   -7.88        1.80            0.36
   -7.84        1.80            0.36
   -7.80        1.80            0.36
   -7.76        1.80            0.37
   -7.72        1.80            0.37
   -7.68        1.80            0.37
   -7.64        1.80            0.38
   -7.60        1.80            0.38
   -7.56        1.80            0.38
   -7.52        1.80            0.38
   -7.48        1.80            0.38
   -7.44        1.80            0.38
   -7.40        1.80            0.38
   -7.36        1.80            0.38
   -7.32        1.80            0.38
   -7.28        1.80            0.38
   -7.24        1.80            0.38
   -7.20        1.80            0.37
   -7.16        1.80            0.37
   -7.12        1.80            0.36
   -7.08        1.80            0.36
   -7.04        1.80            0.35
   -7.00        1.80            0.35
   -6.96        1.80            0.34
   -6.92        1.80            0.33
   -6.88        1.80            0.32
   -6.84        1.80            0.31
   -6.80        1.80            0.30
   -6.76        1.80            0.29
   -6.72        1.80            0.28
   -6.68        1.80            0.27
   -6.64        1.80            0.26
   -6.60        1.80            0.24
   -6.56        1.80            0.23
   -6.52        1.80            0.21
   -6.48        1.80            0.20
   -6.44        1.80            0.18
   -6.40        1.80            0.17
   -6.36        1.80            0.15
   -6.32        1.80            0.14
   -6.28        1.80            0.12
   -6.24        1.80            0.10
   -6.20        1.80            0.09
   -6.16        1.80            0.07
   -6.12        1.80            0.06
   -6.08        1.80            0.05
   -6.04        1.80            0.04
   -6.00        1.80            0.04
   -5.96        1.80            0.04
   -5.92        1.80            0.05
   -5.88        1.80            0.06
   -5.84        1.80            0.07
   -5.80        1.80            0.08
   -5.76        1.80            0.09
   -5.72        1.80            0.10
   -5.68        1.80            0.11
   -5.64        1.80            0.12
   -5.60        1.80            0.13
   -5.56        1.80            0.14
   -5.52        1.80            0.14
   -5.48        1.80            0.15
   -5.44        1.80            0.15
   -5.40        1.80            0.15
   -5.36        1.80            0.16
   -5.32        1.80            0.16
   -5.28        1.80            0.16
   -5.24        1.80            0.15
   -5.20        1.80            0.15
   -5.16        1.80            0.15
   -5.12        1.80            0.14
   -5.08        1.80            0.14
   -5.04        1.80            0.14
   -5.00        1.80            0.13
   -4.96        1.80            0.12
   -4.92        1.80            0.12
   -4.88        1.80            0.11
   -4.84        1.80            0.10
   -4.80        1.80            0.10
   -4.76        1.80            0.09
   -4.72        1.80            0.08
